[2023-03-27 13:43:51,923][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:16:13,396][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:18:04,714][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:44:54,562][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:45:29,594][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:46:23,628][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:48:29,219][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 20:51:16,592][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 21:05:21,282][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 21:08:23,405][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-03 21:11:01,287][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-05 00:05:41,742][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,759][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,776][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,814][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,823][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,833][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,841][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,877][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,911][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,926][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,941][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,951][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:05:41,983][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,434][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,444][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,457][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,467][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,475][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,491][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,500][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,531][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,544][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,554][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,566][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,577][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,589][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,603][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-05 00:06:15,614][matplotlib.image][WARNING] - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
[2023-04-13 10:52:46,889][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 10:53:58,231][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 10:56:07,004][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 10:56:49,297][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:01:23,707][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:06:47,445][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:17:51,442][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:20:39,507][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:23:32,382][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:24:32,849][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:27:24,238][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:40:34,596][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:44:24,053][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:45:52,964][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:49:55,979][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:50:06,970][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:50:50,803][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 11:52:40,691][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:00:05,651][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:02:14,855][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:05:49,487][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:07:52,459][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:12:08,685][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:14:19,419][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:15:53,484][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:19:24,193][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:20:06,437][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:38:41,165][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:39:57,349][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:41:52,102][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:42:14,797][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 12:42:49,215][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 13:02:51,197][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 13:08:18,306][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 13:09:42,006][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 13:13:08,817][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 14:07:49,340][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 14:38:57,596][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 14:43:59,203][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 14:47:30,501][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 15:28:35,916][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 16:18:01,325][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 16:23:24,712][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 16:58:37,077][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 17:01:43,560][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 17:04:54,645][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 17:08:00,387][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 17:31:28,253][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 17:34:36,522][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 18:00:36,406][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-13 18:04:04,231][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-17 15:20:07,676][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-17 15:23:21,210][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-23 14:15:26,557][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-23 14:58:06,091][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-23 16:46:44,758][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-23 16:47:57,373][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-23 17:08:19,396][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 17:47:18,544][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 17:51:17,771][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 17:58:07,653][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 18:46:31,008][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 18:47:57,164][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 18:58:42,839][rospy.core][INFO] - signal_shutdown [atexit]
[2023-04-27 19:00:11,365][rospy.core][INFO] - signal_shutdown [atexit]
